N_x,V_dis_total,Sep. Eff.,Vol_imbalance [%],status
51,0.004684410297059438,0.9919641446534924,0.0,success
61,0.004658914799771136,0.9921453881478082,0.0,success
71,0.004640679244626921,0.9922776763459507,0.0,success
81,0.004626987448253425,0.9923788798321117,0.0,success
91,0.004616323413563803,0.9924590152245312,0.0,success
101,0.004607781584398728,0.9925241592594977,0.0,success
151,0.004582067920135727,0.9927262666969651,0.0,success
201,0.004569136938539655,0.9928316298683773,0.0,success
