exp,phi_0,dV_ges,eps_0,h_d_0,h_dis_0,V_dis_total,Sep. Eff.,Vol_imbalance [%],status,error
5mmol_30C,0.000614664,1502.497268,0.40017337,0.099364303,0.020735538,0.0034567955969670074,0.9967847756222268,0.0,success,
5mmol_30C,0.000661629,1504.546408,0.400747698,0.098769356,0.022464746,0.00359032680200227,0.9976117432978866,0.0,success,
5mmol_30C,0.000598133,1499.687325,0.300138854,0.13090872,0.019020628,0.0025736962824865614,0.9919789860042926,0.0,success,
5mmol_30C,0.000581599,1499.466933,0.300504127,0.186104319,0.024834759,,,,failed,All components of the initial state `y0` must be finite.
5mmol_30C,0.000526169,1500.087412,0.300071251,0.186788916,0.019110674,,,,failed,All components of the initial state `y0` must be finite.
5mmol_30C,0.000504985,1499.740829,0.300041644,0.186699267,0.021812229,,,,failed,All components of the initial state `y0` must be finite.
5mmol_30C,0.000511394,1499.81057,0.30000299,0.18594132,0.025789294,,,,failed,All components of the initial state `y0` must be finite.
5mmol_30C,0.000536695,1499.842108,0.300058331,0.186764466,0.026643176,,,,failed,All components of the initial state `y0` must be finite.
5mmol_30C,0.000717496,2009.693963,0.500504679,0.094832926,0.028744255,0.006212960217788062,0.9988459084338691,0.0,success,
5mmol_30C,0.000706847,2002.74725,0.500114825,0.099731051,0.027856384,0.006082136721253089,0.9985893037446996,0.0,success,
5mmol_30C,0.000693917,2000.386241,0.499961419,0.099889976,0.027173981,0.005841917870829042,0.9985156545099985,0.0,success,
5mmol_30C,0.000681172,1999.619482,0.499988817,0.100195599,0.026883538,0.006133898172931547,0.9982610765261584,0.0,success,
5mmol_30C,0.000678728,2005.000489,0.499839059,0.099429503,0.026575871,0.006158146488697785,0.9982590962329821,0.0,success,
5mmol_30C,0.000719501,2002.904056,0.500128712,0.100285249,0.026791129,0.005823406931497172,0.9987531366152741,0.0,success,
5mmol_30C,0.000615759,1999.976712,0.400015793,0.104678077,0.023810701,0.004851820458674285,0.9959023356801244,0.0,success,
5mmol_30C,0.000603898,1999.767779,0.400113352,0.099453953,0.023536506,0.004858161013242303,0.9960221978290015,0.0,success,
5mmol_30C,0.000572842,2000.406159,0.400022675,0.099356153,0.025438158,0.004979738205361428,0.9951072107562927,0.0,success,
5mmol_30C,0.000555569,1999.558397,0.399950722,0.099417278,0.025517495,0.005059599325763763,0.9943911736180518,0.0,success,
5mmol_30C,0.000562159,1999.149445,0.399912062,0.099559902,0.026224524,0.005174510436524882,0.9943918915808354,0.0,success,
10mmol_21C,0.000544087,741.1380162,0.298462091,0.098744906,0.039465617,0.009743407454839518,0.9999061465726722,0.0,success,
10mmol_21C,0.00045836,755.3013832,0.302225065,0.099274654,0.045065751,0.011579888052912924,0.9996367732608737,0.0,success,
10mmol_21C,0.000302308,739.6016638,0.296834975,0.098679707,0.035464901,0.011417166170144915,0.9941062960700772,0.0,success,
10mmol_21C,0.000204621,743.101701,0.297018934,0.100122249,0.036502928,0.013786163924695291,0.9486891307628533,0.0,success,
10mmol_21C,0.000521937,747.9569472,0.40036071,0.099201304,0.03591162,0.011580423653752565,0.9999188299841213,1.3045964194728375e-14,success,
10mmol_21C,0.000449277,749.974026,0.399764919,0.100488998,0.038463404,0.01272652259279966,0.9997272440620228,0.0,success,
10mmol_21C,0.000285464,741.2064013,0.399049243,0.100317848,0.03516927,0.014611622609201305,0.9933373287900563,0.0,success,
10mmol_21C,0.000241941,750.207822,0.400023387,0.101548492,0.066916982,0.038918674889585794,0.9838582836415907,0.0,success,
10mmol_21C,0.000657257,748.3678846,0.503339395,0.107852337,0.028484735,0.011979239274266057,0.9999910885542725,0.0,success,
10mmol_21C,0.000528084,758.1221102,0.500358875,0.101835749,0.042228937,0.01557696353430717,0.9999469982078393,0.0,success,
10mmol_21C,0.000359151,742.2261453,0.498404384,0.101006441,0.03516519,0.016000870635231285,0.9991161973825154,0.0,success,
10mmol_21C,0.00031128,749.9297278,0.49988101,0.10115942,0.038919571,0.01825441149598212,0.9973315156381661,0.0,success,
10mmol_21C,0.000478417,1001.588372,0.300530326,0.104484702,0.04280157,0.015968136058546432,0.9994350376075775,0.0,success,
