experiment,alpha,total_guess,total_exp,total_guess_p
15mmol_30C,1.8,9,14,0.6428571428571429
15mmol_30C,1.9,8,14,0.5714285714285714
15mmol_30C,2.1,8,14,0.5714285714285714
15mmol_30C,2.2,8,14,0.5714285714285714
15mmol_30C,2.3,8,14,0.5714285714285714
15mmol_30C,2.4,9,14,0.6428571428571429
15mmol_30C,2.6,10,14,0.7142857142857143
15mmol_30C,2.7,10,14,0.7142857142857143
15mmol_30C,2.8,8,14,0.5714285714285714
15mmol_30C,2.9,8,14,0.5714285714285714
