experiment,alpha,total_guess,total_exp,total_guess_p
2mmol_21C,0.75,1,3,0.3333333333333333
2mmol_21C,1.0,1,3,0.3333333333333333
2mmol_21C,1.25,2,3,0.6666666666666666
