experiment,alpha,total_guess,total_exp,total_guess_p
15mmol_30C,1.0,9,14,0.6428571428571429
15mmol_30C,1.5,9,14,0.6428571428571429
15mmol_30C,1.75,9,14,0.6428571428571429
15mmol_30C,2.0,8,14,0.5714285714285714
15mmol_30C,2.5,9,14,0.6428571428571429
15mmol_30C,3.0,8,14,0.5714285714285714
15mmol_30C,3.5,8,14,0.5714285714285714
15mmol_30C,5.0,8,14,0.5714285714285714
