exp,phi_0,dV_ges,eps_0,h_dis_0,h_c_0,DPZ_height_ivgu,DPZ_bot_ivgu,DPZ_pos_ivgu,std_DPZ_height_ivgu,std_DPZ_bot_ivgu,std_DPZ_pos_ivgu,rho_c,rho_d,eta_c,etc_d,sigma,T,r_S_star,h_p_star,D_A,L_A,dpz_flooded
2mmol_21C,0.0005610608327805,1500.6859313106795,0.2999640024223567,0.021848,0.1185301447368421,"[nan, nan, nan, nan, nan, 21.848000000000013, 43.69775, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 49.03816666666667, 45.15080952380953, 43.29415909090908, 35.43616666666666, 37.8813611111111, 37.139714285714284, 26.529125, nan, nan, nan, nan, 34.209999999999994, nan, nan]","[nan, nan, nan, nan, nan, 147.4195, 128.625, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 108.619, 109.28928571428571, 113.62768181818183, 122.68699999999998, 117.98116666666665, 117.63889285714286, 133.4905, nan, nan, nan, nan, 125.479, nan, nan]","[nan, nan, nan, nan, nan, 31.75, 34.25, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 83.844, 86.28100000000002, 88.71900000000001, 91.15599999999999, 93.594, 96.03099999999998, 98.469, nan, nan, nan, nan, 135.0, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.8386715312964332, 4.193595222819813, 10.113584942380346, 3.6846359360839793, 12.669289441273309, 5.829236876807635, 2.5358616940302534, nan, nan, nan, nan, 0.0, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.782559582396127, 2.75032693294729, 13.548885260922257, 5.86416524323795, 19.43066059307643, 9.525617387983457, 9.058037866999676, nan, nan, nan, nan, 0.0, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 1.5349477418661813e-14, 0.0, 1.4979556132593925e-14, 0.0, 1.4747300885539142e-14, 0.0, nan, nan, nan, nan, 0.0, nan, nan]",1002.7,832.5,0.00102,0.008737,0.00822,21,0.009,0.28537,0.2,1.3,True
10mmol_21C,0.0004694787804868,1250.1973383495144,0.3999479347612041,0.0282045338535183,0.0917653811970368,"[28.20453385351833, 27.680178772595433, 27.490838204232972, 28.721707712933654, 28.85206848696089, 30.015584833024118, 29.160590659340663, 28.797114912824114, 27.62837843137255, 28.75790961424196, 31.220811203379956, 31.969395088931876, 32.36483563350515, 32.04103205741626, 34.71816853935047, 32.02129338824755, 28.26285549232514, 29.563967243362697, 27.90022541103141, 27.922899999999995, 29.513582891182896, 30.41393432180564, 30.358188888888904, 28.81358957537561, 29.05473756868132, 28.124220841486956, 30.683640404040403, 29.251162464985985, 29.001124011174017, 28.986053562885353, 30.76023729624752, 32.5386364270653, nan, nan, nan, 72.89478441558443, nan, nan]","[91.8693921568627, 92.59419148936163, 91.77454901960789, 90.19094285714284, 92.2624090909091, 92.08128571428573, 89.76328571428573, 92.3979583333333, 92.624, 92.0330769230769, 91.60750000000004, 92.44897560975609, 92.82360000000004, 90.7343157894737, 92.42823809523811, 92.2429259259259, 93.12135714285714, 90.68504545454545, 91.92849999999999, 90.06914285714285, 89.19544444444445, 90.132625, 91.25699999999999, 90.91005882352941, 92.62718181818185, 91.05570000000002, 88.70050000000002, 89.606, 90.8418888888889, 91.85708163265309, 92.15506060606062, 92.04636585365856, nan, nan, nan, 94.7236, nan, nan]","[21.125, 23.375, 25.625, 27.875, 30.125, 32.375, 34.625, 36.875, 39.125, 41.375, 43.625, 45.875, 48.125, 50.375, 52.625, 54.875, 67.125, 69.375, 71.625, 73.875, 76.125, 78.375, 80.625, 82.875, 85.125, 87.375, 89.625, 91.875, 94.125, 96.375, 98.625, 100.875, nan, nan, nan, 125.75, nan, nan]","[2.5430768923842675, 1.8071794287950398, 2.7725662923541448, 1.8996853253474457, 2.0012819904835117, 2.718909681841762, 0.37782095629291274, 1.7527599141648131, 0.7063870543634061, 1.3299138482212647, 1.9706822797659345, 2.260678003585617, 2.590952899078825, 1.0892197421442855, 3.2496560950559203, 1.9268886307712718, 3.055769020234934, 2.375058925863304, 0.7176050765960865, 0.23778855058995216, 2.851860866025497, 1.4264025267324525, 0.5410042541080036, 1.5674869497690196, 1.0176441612448108, 1.4898952880108494, 2.856544136463738, 0.022606416632684537, 1.8884588845739816, 2.711205083360951, 2.2651401607139383, 2.681378128473287, nan, nan, nan, 0.7774370544403969, nan, nan]","[1.7117687469799334, 1.4736881511644548, 2.423317134126075, 1.411002083269758, 1.582467321834905, 1.9912036340083137, 0.3869942782891925, 2.303274766579601, 0.8049844718999231, 2.1135798408363367, 1.8162651843824988, 2.0330677864720212, 1.617387439487447, 3.3878892486920997, 2.917862675054494, 1.8078878225480102, 2.3561125285632607, 2.8015306781637506, 2.989933881818635, 3.3012108601022594, 1.9539474219583726, 1.2273143662368775, 1.5169264978897348, 1.0511954189509796, 0.9592814590874379, 2.386627864177607, 0.8210361137002492, 0.0, 1.5813572312448763, 0.945970683934732, 1.3544956150582852, 2.154093124218374, nan, nan, nan, 1.0521750329674278, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, 0.0, nan, nan]",1002.7,832.5,0.00102,0.008737,0.00822,21,0.0091,0.2655,0.2,1.3,True
15mmol_30C,0.0004270913623207,751.7522530744338,0.3005957847773192,0.0188758322981366,0.1027729614561364,"[18.87583229813665, 17.820792825454106, 19.619626572352377, 19.123670940170935, 17.961271728271726, 18.971078674993766, 16.534395994157354, 16.747905210530202, 15.436380582710933, 16.143261031996317, 15.535094470663429, 14.151918721430086, 14.252014620706932, 14.323804292657242, 13.002973096104663, 11.091588543863542, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[103.58043478260868, 102.62383870967741, 103.76587096774193, 105.25773333333333, 103.82527272727275, 102.83958490566044, 103.23820454545456, 102.24963333333335, 103.44446428571435, 102.90329411764706, 102.85110344827592, 102.50838636363636, 103.52676923076922, 102.44066666666666, 102.72375438596498, 101.62573333333333, nan, 99.318, nan, nan, nan, nan, nan, nan, nan, nan, nan, 99.1866875, 99.56268, 100.40026315789476, 101.05813333333332, 102.01215, nan, nan, nan, nan, nan, nan]","[21.125, 23.375, 25.625, 27.875, 30.125, 32.375, 34.625, 36.875, 39.125, 41.375, 43.625, 45.875, 48.125, 50.375, 52.625, 54.875, nan, 69.375, nan, nan, nan, nan, nan, nan, nan, nan, nan, 91.875, 94.125, 96.375, 98.625, 100.875, nan, nan, nan, nan, nan, nan]","[0.6950612570302265, 0.8943548711917159, 2.4889206630966716, 0.7677590784980334, 1.0148742412152378, 1.5039231433526026, 1.0085842150604973, 1.042300386988631, 1.2679914022090364, 1.854654749177984, 1.390568958062579, 1.366554477226571, 0.9752381662973459, 2.2506205153245213, 2.9785229122430947, 0.9652222626405493, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1.7433371557834627, 1.7683172810476107, 1.4270540690979543, 1.0635337637643054, 1.7696572035797795, 1.1382201428607446, 1.1438661813818491, 1.281043258199556, 0.9486712806348131, 0.9211935799628149, 1.3274068201963125, 0.7825444549645538, 1.4597716739548603, 2.466811048026716, 1.530409495628793, 1.5229959198078662, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.030750000000001165, 0.008399999999997475, 0.10703262554145912, 0.1358731295901912, 0.17037932008276327, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan]",1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3,False
15mmol_30C,0.0003097268232073,757.4745813915857,0.3999771990613118,0.0243060245614035,0.1000643991269841,"[24.306024561403518, 23.431180555555546, 24.555923076923083, 23.694888888888894, nan, nan, nan, nan, nan, nan, nan, nan, 30.25, 32.76746428571429, 27.879653968253976, 30.669710357142854, nan, 22.670488095238102, 20.605895833333335, 31.907047619047614, nan, 24.615743589743598, nan, 33.023968253968256, nan, 35.83136468253968, 34.318647330447334, 41.01080612244898, 39.23705846560847, 44.98275510204081, 51.121857142857145, 43.09105833333333, nan, nan, nan, nan, nan, nan]","[106.71621052631578, 105.50450000000001, 104.04684615384616, 105.943, nan, nan, nan, nan, nan, nan, nan, nan, 96.58, 97.07239999999999, 102.10125925925928, 101.02600000000001, nan, 107.46421428571428, 106.411125, 97.59314285714285, nan, 103.6603846153846, nan, 95.3461111111111, nan, 95.72024999999998, 98.27057575757574, 92.25585714285712, 95.83427777777776, 93.49785714285714, 91.75874999999999, 100.76222222222222, nan, nan, nan, nan, nan, nan]","[21.125, 23.375, 25.625, 27.875, nan, nan, nan, nan, nan, nan, nan, nan, 48.125, 50.375, 52.625, 54.875, nan, 69.375, 71.625, 73.875, nan, 78.375, nan, 82.875, nan, 87.375, 89.625, 91.875, 94.125, 96.375, 98.625, 100.875, nan, nan, nan, nan, nan, nan]","[2.090358287163969, 1.5267831982605637, 2.856045455732471, 0.7083256208730396, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.9670998332200695, 4.95263380748039, 4.785417540801662, nan, 2.1572826820702433, 1.1550614116069078, 3.897674125079907, nan, 2.873272368089848, nan, 4.148252858945079, nan, 3.423500294710963, 5.444405160061861, 1.3596927866401511, 4.923393300113429, 4.285054052091859, 0.47085714285714175, 4.762081265238983, nan, nan, nan, nan, nan, nan]","[1.3325663451879168, 2.1306425087282923, 3.7405269870735665, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.771407403079121, 4.916909470174507, 5.107936075105913, nan, 0.6348893517857964, 1.4154991484581336, 3.1793397337902047, nan, 2.7549078792360566, nan, 4.947984904090868, nan, 3.0477788812011344, 4.858921671975577, 0.4179097909915403, 4.2441988339179035, 3.0866972872079876, 0.1844999999999999, 4.0268753403272814, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan]",1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3,True
5mmol_30C,0.0005684442129561,1000.0322270226536,0.2999615892962858,0.0194626022035726,0.0973140920591429,"[19.462602203572644, 18.441798166620437, 17.299627088001287, 16.279895030283058, 15.101209914989383, 14.558841274190426, 14.13882460752376, 13.459565066155978, 12.526091274190426, 12.10272460752376, 11.688674607523758, 12.285835150656967, 13.053013069917878, 14.525840156926407, 12.928873376623375, 16.99011817272572, nan, nan, 14.737787655971475, 12.212857171317642, 10.788214373256254, 10.518557940857095, 10.58457460752376, 11.292157940857091, 11.027306038455295, 12.878707051475867, 12.916142724805642, 13.068683428104164, 13.678209784506407, 15.508813544702956, 17.49881339342852, 19.650125360141185, nan, nan, nan, nan]","[96.46423809523807, 96.97621428571428, 96.87236000000001, 95.75442857142859, 96.77077777777778, 97.97658333333335, 98.51895, 98.121551724138, 98.29576666666668, 97.73805, 97.07978333333334, 96.63894736842107, 96.80673333333333, 96.661875, 96.923, 94.97942857142856, nan, nan, 93.97766666666666, 94.49999999999999, 94.76564705882355, 96.30086666666668, 95.81435000000002, 96.03828333333333, 95.99296363636364, 98.0965882352941, 98.37439655172416, 98.25679245283017, 98.5778039215686, 99.2407962962963, 99.26304081632655, 99.77031034482758, nan, nan, nan, nan]","[19.25, 21.75, 24.25, 26.75, 29.25, 31.75, 34.25, 36.75, 39.25, 41.75, 44.25, 46.75, 49.25, 51.75, 54.25, 56.75, nan, nan, 74.094, 76.53099999999996, 78.96900000000004, 81.406, 83.844, 86.281, 88.71900000000004, 91.15599999999996, 93.59400000000004, 96.03099999999996, 98.46900000000004, 100.90599999999996, 103.34400000000004, 105.78099999999996, nan, nan, nan, nan]","[1.4138024687188344, 0.839254709501941, 1.0843065446635043, 1.2298533637951028, 0.9272902265576737, 0.9971279683063482, 1.1486410217036165, 0.866292350149004, 1.0153067418410218, 1.0623045858304916, 0.8882563205035572, 1.0678965667757958, 1.1941644881143716, 0.6670942303145766, 1.4940385714050932, 1.2651958311255829, nan, nan, 1.4139618732672143, 1.194757186093599, 1.26025407276128, 1.3605636278713085, 1.6053166239383483, 1.4972828480647362, 1.4896067716921357, 1.56056933938474, 1.553072543426206, 1.8292403209897492, 1.3517050759562623, 1.5650931454474368, 1.669915639077988, 1.507605232815197, nan, nan, nan, nan]","[1.3183443747656338, 1.7646413965000798, 1.527062208948935, 1.3034826646882796, 1.072427570086559, 0.6039048160398779, 0.39205855775874077, 0.6509677323076359, 0.5318561793193963, 0.55647493509576, 0.3898621699805201, 0.49195442664411165, 0.4048829488862798, 0.4990274648897419, 0.4412346314604023, 0.7771909689373684, nan, nan, 0.7824859956148273, 0.6453395562470512, 0.29431539705081133, 0.5449985061919088, 0.7538411653275323, 0.5220371793911491, 1.3971980024006823, 0.5020528727722048, 0.29780671582068247, 0.42526911653728827, 0.34332200742788677, 0.3044991792677005, 0.273002438876748, 0.3936971373538174, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.434183310350312e-14, 0.0, 0.0, 1.434684685408575e-14, 0.0, 1.4344292898239242e-14, 1.4358121391663945e-14, 1.4462393795585838e-14, nan, nan, nan, nan]",1000.0,825.4,0.00082,0.00604,0.00817,30,0.0407,0.02525,0.2,1.3,True
15mmol_30C,0.0005252629562474,748.3448713592235,0.4994546043042226,0.0464775185344978,0.0936272636477901,"[nan, nan, 46.477518534497875, 44.926436352209876, 43.44580563081273, 42.82626968554321, 42.16540852446488, 41.23308635220988, 42.94757952096922, 43.51018666382637, 43.21497325396171, 42.97255301887655, 44.30870301887655, 47.56989765406162, 44.477210168846575, 46.815699526130224, nan, 41.605678393715145, 42.0894012605042, nan, nan, 34.854592650486765, nan, nan, nan, nan, nan, nan, nan, 27.020401260504205, 24.220044696969694, 25.588735482556654, nan, nan, nan, nan, nan, nan]","[nan, nan, 96.46648837209307, 93.6062, 92.25413793103452, 92.58276666666664, 92.46807017543865, 92.35623333333334, 91.5740714285714, 91.51928571428564, 91.67515999999999, 93.14205, 95.01684999999998, 92.96862499999999, 95.57600000000006, 93.52828813559331, nan, 96.03753061224488, 93.023, nan, nan, 93.78529411764706, nan, nan, nan, nan, nan, nan, nan, 95.747, 93.92507499999995, 95.0164, nan, nan, nan, nan, nan, nan]","[nan, nan, 25.625, 27.875, 30.125, 32.375, 34.625, 36.875, 39.125, 41.375, 43.625, 45.875, 48.125, 50.375, 52.625, 54.875, nan, 69.375, 71.625, nan, nan, 78.375, nan, nan, nan, nan, nan, nan, nan, 96.375, 98.625, 100.875, nan, nan, nan, nan, nan, nan]","[nan, nan, 1.3369267278580872, 1.1619994679141679, 1.1883049715017824, 0.8969656436457573, 1.242934525171291, 1.342026150565899, 1.10480752804851, 0.733068815163314, 1.3013872620040292, 1.2576136908002127, 2.534323695952194, 0.287815112804748, 2.2268855198045108, 0.8584920647400331, nan, 2.103614184024371, 0.0667567313354215, nan, nan, 0.8816115375878862, nan, nan, nan, nan, nan, nan, nan, 0.0667567313354215, 0.87425072033848, 0.249040649696415, nan, nan, nan, nan, nan, nan]","[nan, nan, 1.1821771556084653, 0.6845991725956461, 0.1915294350769834, 0.15064205713721426, 0.09979225915605588, 0.06592043654893609, 0.1893186474295378, 0.16838158981420734, 0.4896181913831745, 0.15305359923010234, 2.2091558616780387, 0.6999177375132876, 1.1295999869134146, 0.9829101416614577, nan, 1.7438140442485133, 0.0, nan, nan, 0.5884101210790267, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.3815820231413125, 1.078893383672985, nan, nan, nan, nan, nan, nan]","[nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, nan, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan]",1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3,False
15mmol_20C,0.0003341345369813,368.572605987055,0.5869402383408588,0.0250762722660276,0.1024272527984589,"[25.076272266027633, 23.562901382535387, 23.890168359051124, 24.97259208835825, 25.56398904327171, 22.903866503002774, 20.66225673535786, 17.40268304567884, 24.601429100461548, 26.23558670182586, 21.9875510601804, 25.358971283759782, 23.98537899411677, 29.446413692164654, 28.74929610997816, 28.324832857785484, 13.59683333333334, nan, 15.50258823529412, 17.196448108015133, 27.83250432098766, 22.84112028992518, 23.71655888865033, 31.96678676561533, 20.042293814499487, 27.249109538105515, 25.91184828738513, 32.287946402680255, 30.57903415142971, 36.56777142857144, nan, 36.83868979742479, 70.0086130311047, nan, 81.58559027777778, nan, nan, nan]","[100.83960714285716, 102.09242857142856, 103.32351282051279, 103.81984615384614, 104.05786206896549, 102.42650000000002, 99.05564, 98.69882608695653, 101.95141176470587, 103.69378125000001, 100.93661111111113, 101.01132142857145, 97.23025, 103.62225000000004, 101.82639285714288, 97.62255555555555, 96.453, nan, 99.157, 99.1691111111111, 99.61355555555558, 100.283625, 99.52141666666665, 103.41228571428572, 101.38350000000003, 100.48144444444443, 101.2762857142857, 102.4128181818182, 102.19675000000001, 98.283, nan, 100.8668, 107.07222222222224, nan, 105.637, nan, nan, nan]","[21.125, 23.375, 25.625, 27.875, 30.125, 32.375, 34.625, 36.875, 39.125, 41.375, 43.625, 45.875, 48.125, 50.375, 52.625, 54.875, 67.125, nan, 71.625, 73.875, 76.125, 78.375, 80.625, 82.875, 85.125, 87.375, 89.625, 91.875, 94.125, 96.375, nan, 100.875, 118.25, nan, 123.25, nan, nan, nan]","[4.236094402989064, 4.824045563855628, 5.205834372933314, 6.14643769383823, 7.03674109310096, 6.76107050312128, 6.10104859555524, 4.814836849751659, 7.305717335619299, 8.685084111213706, 8.92629655518916, 10.186254874589341, 7.911518375440552, 8.459636623879096, 11.998456075367509, 8.663240096614485, nan, nan, nan, 10.30613655408949, 15.99562586027373, 10.65370837924653, 8.647372092297203, 17.305945261812447, 2.524938102302637, 8.940646263238113, 10.69746866248847, 14.000175641582446, 16.292711437003938, 0.7956769562928814, nan, 5.694776147323578, 3.366562179455784, nan, 0.18955372199557088, nan, nan, nan]","[3.5165312279267664, 3.033410011793915, 4.137013045739739, 3.36471339624438, 3.7319002027322097, 3.668267591332675, 1.1469029267262913, 1.489319296987537, 2.9870568987250707, 4.777032178505372, 2.230577322759839, 3.6423751007191196, 1.3268733669111707, 5.480302228538955, 5.2815807351747734, 0.9003447197485441, nan, nan, nan, 1.2328651025603372, 1.7930469257043362, 1.764067076389103, 1.591542388452921, 4.122066945691434, 2.0105685762987524, 1.2855603944497433, 2.9055274744462336, 3.7875665226681323, 3.9966610617936023, 0.0, nan, 1.49622279980846, 2.3952670925064816, nan, 0.0, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, nan, nan, nan]",1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3,True
10mmol_30C,0.0005812634337109,998.7623250809062,0.499775008345779,0.0410365143990929,0.1062823566269841,"[41.03651439909298, 44.49739448853616, nan, 44.01828571428574, nan, nan, nan, nan, nan, 35.11720000000002, 38.42809767441857, 38.50450000000002, 40.83730238095239, nan, 39.27348368606701, 39.79408833333334, nan, 39.405311737677536, 40.56050952380953, 33.47433333333335, 33.653128159340675, 34.79606158730158, nan, nan, nan, nan, nan, nan, nan, 33.35008333333335, 32.54482748917749, 28.61376418439716, nan, nan, nan, nan, nan, nan]","[104.44571428571427, 107.7834814814814, nan, 109.206, nan, nan, nan, nan, nan, 109.859, 106.81667441860465, 110.16625000000002, 105.96914285714286, nan, 107.74294444444455, 103.5682, nan, 106.26575438596487, 102.02040000000001, 100.364, 105.12238461538459, 108.60011111111103, nan, nan, nan, nan, nan, nan, nan, 101.88842857142856, 103.73827272727272, 103.65325531914894, nan, nan, nan, nan, nan, nan]","[21.125, 23.375, nan, 27.875, nan, nan, nan, nan, nan, 41.375, 43.625, 45.875, 48.125, nan, 52.625, 54.875, nan, 69.375, 71.625, 73.875, 76.125, 78.375, nan, nan, nan, nan, nan, nan, nan, 96.375, 98.625, 100.875, nan, nan, nan, nan, nan, nan]","[2.7750177507397806, 1.8387308516888692, nan, 0.0, nan, nan, nan, nan, nan, 0.0, 1.0324604365735672, 1.4955697891725872, 2.9746822042203114, nan, 2.4809627195717687, 4.8837663194344785, nan, 1.694899761658648, 3.65795395509168, nan, 3.6725605881537917, 0.4355440523295905, nan, nan, nan, nan, nan, nan, nan, 0.9125522575092221, 2.6511236891252725, 1.2534205007846295, nan, nan, nan, nan, nan, nan]","[1.2262470853322036, 0.8947674250516807, nan, 0.0, nan, nan, nan, nan, nan, 0.0, 1.2555150853606296, 0.5957652342036397, 1.6371587422277476, nan, 1.8015733104932945, 2.5383464784076337, nan, 1.1002234396557469, 1.1069682922288258, nan, 1.3297259212488224, 0.4074397458086854, nan, nan, nan, nan, nan, nan, nan, 0.20996258170037385, 2.1888297371385086, 0.5034927773794429, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, nan, 0.0, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan]",1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3,False
15mmol_30C,0.0005510054903995,1006.7661578478966,0.4012057525033918,0.0377120637838137,0.104700250545658,"[37.712063783813775, 38.695963384914386, 38.72092339743589, 38.337544542314056, 37.98648991035417, 36.91288505411256, 36.850478118080744, 35.88457142857143, 38.259979513264504, 36.441572585858594, 34.986991025348914, 36.900655002289376, 34.101278151260495, 36.433502411477406, 35.7068523064898, 34.61477048229548, nan, 24.034800000000008, 29.824361571761575, 29.315542817599066, 31.3645531135531, 25.033498747086252, 22.37976250000001, 24.141333333333343, 25.164935897435885, 20.842711111111118, 18.42115715345261, 17.984337172476643, 16.26746569793842, 16.558981186357503, 15.652862274453945, 15.592585886335884, nan, nan, nan, nan, nan, 18.675460036075037]","[102.43529729729721, 105.20706122448979, 106.54987500000001, 105.77012195121951, 105.93104761904756, 106.251, 105.84036842105266, 105.232, 103.63846666666667, 106.71080000000002, 105.62805263157894, 104.89578125000007, 107.19776470588234, 104.80511111111112, 105.61883333333331, 104.49575000000003, nan, 109.01, 104.66563636363638, 101.709, 99.82775, 102.48366666666668, 102.03350000000002, 99.558, 100.798, 102.331, 101.92518181818181, 104.93436842105261, 104.69459090909095, 102.61257894736843, 102.54794444444444, 101.69600000000001, nan, nan, nan, nan, nan, 106.6415]","[21.125, 23.375, 25.625, 27.875, 30.125, 32.375, 34.625, 36.875, 39.125, 41.375, 43.625, 45.875, 48.125, 50.375, 52.625, 54.875, nan, 69.375, 71.625, 73.875, 76.125, 78.375, 80.625, 82.875, 85.125, 87.375, 89.625, 91.875, 94.125, 96.375, 98.625, 100.875, nan, nan, nan, nan, nan, 130.75]","[3.2799655330818402, 2.292762222248394, 1.3455490480772294, 1.148304445731809, 2.731052810954369, 3.2449372865286636, 2.047900988095311, 1.0493464632808127, 2.095740338356505, 4.316007813157795, 1.1529337050026014, 1.8287860059962036, 1.0373501881897864, 0.8765918558984603, 2.577981904551162, 2.565161816643552, nan, nan, 1.9471809683344787, 1.8675394104074434, 0.9744072224001271, 2.4465019584554377, 1.4047074206624017, nan, 0.33466330411371675, 0.6872970054523023, 1.7674446560926402, 1.3623317003343156, 1.6227218218654749, 1.9594730234877902, 1.2386169406587662, 1.5211269677877237, nan, nan, nan, nan, nan, 0.5432013159842579]","[1.4602779960767165, 1.200404539592162, 0.5156733946986224, 1.2411795235807357, 1.2446945154139275, 1.4094843775389359, 1.4349557565973292, 0.0, 2.618893313692973, 0.5991945983290102, 1.486964935463593, 2.320895943997253, 1.3487650151810973, 1.3232618739040696, 1.3789935102999107, 2.55129696518172, nan, nan, 3.878407773113274, 0.16998319244644694, 0.176233509866879, 1.0744171640588407, 0.08605811989580138, nan, 0.0, 0.0, 0.7362738373977217, 1.3013132772757054, 1.7574547249899823, 1.1210706844495408, 1.4845316739125756, 0.7447874620563654, nan, nan, nan, nan, nan, 0.6512079800903358]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, 0.0]",1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3,False
